0,1,2,3
ADORA2A,https://www.ncbi.nlm.nih.gov/nuccore/NM_000675,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
ARNTL,https://www.ncbi.nlm.nih.gov/nuccore/NM_001030272,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
ARRB2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001257328,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
BCL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_001130845,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
BDNF,https://www.ncbi.nlm.nih.gov/nuccore/NM_001143805,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
BIRC3,https://www.ncbi.nlm.nih.gov/nuccore/NM_001165,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
BTK,https://www.ncbi.nlm.nih.gov/nuccore/NM_000061,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CASP1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001223,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CCL5,https://www.ncbi.nlm.nih.gov/nuccore/NM_001278736_2,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CCR1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001295,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CD19,https://www.ncbi.nlm.nih.gov/nuccore/NM_001178098,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CD19,https://www.ncbi.nlm.nih.gov/nuccore/NM_001178098,IL6R,https://www.ncbi.nlm.nih.gov/nuccore/NM_000565
CD2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001328609,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CD3D,https://www.ncbi.nlm.nih.gov/nuccore/NM_000732,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CD53,https://www.ncbi.nlm.nih.gov/nuccore/NM_000560,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CD69,https://www.ncbi.nlm.nih.gov/nuccore/NM_001781,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CD82,https://www.ncbi.nlm.nih.gov/nuccore/NM_001024844,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CR2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001006658,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CREM,https://www.ncbi.nlm.nih.gov/nuccore/NM_001267562,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CSF3,https://www.ncbi.nlm.nih.gov/nuccore/NM_000759,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CTSB,https://www.ncbi.nlm.nih.gov/nuccore/NM_001317237_2,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CTSB,https://www.ncbi.nlm.nih.gov/nuccore/NM_001317237_2,IL6R,https://www.ncbi.nlm.nih.gov/nuccore/NM_000565
CXCL3,https://www.ncbi.nlm.nih.gov/nuccore/NM_002090,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CXCR2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001168298,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
DPP4,https://www.ncbi.nlm.nih.gov/nuccore/NM_001935,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
EDN1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001168319,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
ELAVL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001419,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
ENTPD1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001098175,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
F8,https://www.ncbi.nlm.nih.gov/nuccore/NM_000132,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
FCER1G,https://www.ncbi.nlm.nih.gov/nuccore/NM_004106,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
FCGR3B,https://www.ncbi.nlm.nih.gov/nuccore/NM_000570,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
FOS,https://www.ncbi.nlm.nih.gov/nuccore/NM_005252,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
GPR183,https://www.ncbi.nlm.nih.gov/nuccore/NM_004951,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
HIF1A,https://www.ncbi.nlm.nih.gov/nuccore/NM_001243084,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
HLA-DPA1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001242524_2,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
HLA-DPB1,https://www.ncbi.nlm.nih.gov/nuccore/NM_002121_2,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
HLA-DRA,https://www.ncbi.nlm.nih.gov/nuccore/NM_019111_2,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
HLA-E,https://www.ncbi.nlm.nih.gov/nuccore/NM_005516_2,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
HLA-F,https://www.ncbi.nlm.nih.gov/nuccore/NM_001098478_2,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
HMGB1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001313892,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
IFITM1,https://www.ncbi.nlm.nih.gov/nuccore/NM_003641,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
IK,https://www.ncbi.nlm.nih.gov/nuccore/NM_006083,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
IL1B,https://www.ncbi.nlm.nih.gov/nuccore/NM_000576,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
IL1R2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001261419,IL6R,https://www.ncbi.nlm.nih.gov/nuccore/NM_000565
IL2RA,https://www.ncbi.nlm.nih.gov/nuccore/NM_000417,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
IL3RA,https://www.ncbi.nlm.nih.gov/nuccore/NM_001267713_2,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
IL6R,https://www.ncbi.nlm.nih.gov/nuccore/NM_000565,JAK1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001320923
IL6R,https://www.ncbi.nlm.nih.gov/nuccore/NM_000565,STAT1,https://www.ncbi.nlm.nih.gov/nuccore/NM_007315
IL6R,https://www.ncbi.nlm.nih.gov/nuccore/NM_000565,IL6ST,https://www.ncbi.nlm.nih.gov/nuccore/NM_001190981
IL6R,https://www.ncbi.nlm.nih.gov/nuccore/NM_000565,STAT3,https://www.ncbi.nlm.nih.gov/nuccore/NM_001369512
IL6R,https://www.ncbi.nlm.nih.gov/nuccore/NM_000565,PTPN6,https://www.ncbi.nlm.nih.gov/nuccore/NM_002831
IL6R,https://www.ncbi.nlm.nih.gov/nuccore/NM_000565,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
IL6R,https://www.ncbi.nlm.nih.gov/nuccore/NM_000565,NELFCD,https://www.ncbi.nlm.nih.gov/nuccore/NM_198976
IL6R,https://www.ncbi.nlm.nih.gov/nuccore/NM_000565,RTN4,https://www.ncbi.nlm.nih.gov/nuccore/NM_001321859
IL6R,https://www.ncbi.nlm.nih.gov/nuccore/NM_000565,JAK2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001322194
IL6ST,https://www.ncbi.nlm.nih.gov/nuccore/NM_001190981,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,MS4A1,https://www.ncbi.nlm.nih.gov/nuccore/NM_021950
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,JAK1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001320923
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,MAPK1,https://www.ncbi.nlm.nih.gov/nuccore/NM_002745
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,IRF1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001354924
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,PTPN6,https://www.ncbi.nlm.nih.gov/nuccore/NM_002831
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,PRF1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001083116
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,SH2D3C,https://www.ncbi.nlm.nih.gov/nuccore/NM_001142531
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,RTN1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001363702
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,SPECC1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001033553
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,TNFRSF25,https://www.ncbi.nlm.nih.gov/nuccore/NM_001039664
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,MYD88,https://www.ncbi.nlm.nih.gov/nuccore/NM_001172566
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,LGALS3,https://www.ncbi.nlm.nih.gov/nuccore/NM_001357678
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,MATK,https://www.ncbi.nlm.nih.gov/nuccore/NM_002378
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,WAS,https://www.ncbi.nlm.nih.gov/nuccore/NM_000377
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,P2RX7,https://www.ncbi.nlm.nih.gov/nuccore/NM_002562
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,NFKBIA,https://www.ncbi.nlm.nih.gov/nuccore/NM_020529
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,VIM,https://www.ncbi.nlm.nih.gov/nuccore/NM_003380
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,OPRM1,https://www.ncbi.nlm.nih.gov/nuccore/NM_000914
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,MSX2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001363626
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,PIK3C2A,https://www.ncbi.nlm.nih.gov/nuccore/NM_001321378
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,JAK2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001322194
IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185,MT2A,https://www.ncbi.nlm.nih.gov/nuccore/NM_005953
glycerate,,tartronate (hydroxymalonate),https://www.ebi.ac.uk/chebi/17649
oxalate (ethanedioate),https://www.ebi.ac.uk/chebi/30623,tartronate (hydroxymalonate),https://www.ebi.ac.uk/chebi/17649
"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",
"sphingomyelin (d17:2/16:0, d18:2/15:0)*",,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",
"sphingomyelin (d18:1/19:0, d19:1/18:0)*",,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",
"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",
"sphingomyelin (d18:2/14:0, d18:1/14:1)*",,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",
sphingomyelin (d18:2/18:1)*,,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",
"sphingomyelin (d18:2/21:0, d16:2/23:0)*",,tricosanoyl sphingomyelin (d18:1/23:0)*,
"sphingomyelin (d18:2/21:0, d16:2/23:0)*",,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",
"sphingomyelin (d18:2/21:0, d16:2/23:0)*",,sphingomyelin (d18:2/23:1)*,
sulfate of piperine metabolite C16H19NO3 (2)*,,sulfate of piperine metabolite C18H21NO3 (1)*,
sulfate of piperine metabolite C16H19NO3 (3)*,,sulfate of piperine metabolite C18H21NO3 (1)*,
tartronate (hydroxymalonate),https://www.ebi.ac.uk/chebi/17649,threonate,https://www.ebi.ac.uk/chebi/15243
DG 12:0_14:0_RT_21.212,,Unknown_mz_765.60468_+_RT_16.383,
LysoPC 18:2_RT_11.045,,Unknown_mz_765.60468_+_RT_16.383,
LysoPC 18:2_RT_11.623,,Unknown_mz_765.60468_+_RT_16.383,
LysoPC 20:2_RT_12.854,,Unknown_mz_765.60468_+_RT_16.383,
LysoPC 20:3_RT_11.724,,Unknown_mz_765.60468_+_RT_16.383,
LysoPC 20:3_RT_11.872,,Unknown_mz_765.60468_+_RT_16.383,
LysoPC 20:3_RT_12.285,,Unknown_mz_765.60468_+_RT_16.383,
LysoPC 20:4_RT_10.912,,Unknown_mz_765.60468_+_RT_16.383,
LysoPC 20:4_RT_11.056,,Unknown_mz_765.60468_+_RT_16.383,
LysoPC 22:4_RT_12.289,,Unknown_mz_765.60468_+_RT_16.383,
LysoPC 22:4_RT_12.605,,Unknown_mz_765.60468_+_RT_16.383,
LysoPC 22:5_RT_11.654,,Unknown_mz_765.60468_+_RT_16.383,
LysoPC 22:5_RT_12.087,,Unknown_mz_765.60468_+_RT_16.383,
LysoPC 22:6_RT_10.886,,Unknown_mz_765.60468_+_RT_16.383,
LysoPI 16:0_RT_11.045,,Unknown_mz_765.60468_+_RT_16.383,
TG 10:0_15:0_16:0_RT_28.707,,Unknown_mz_766.69232_+_RT_28.305,
TG 12:0_12:0_14:0_RT_27.15,,Unknown_mz_766.69232_+_RT_28.305,
TG 12:0_12:0_18:2_RT_27.539,,Unknown_mz_766.69232_+_RT_28.305,
TG 12:0_12:0_18:3_RT_26.893,,Unknown_mz_766.69232_+_RT_28.305,
TG 12:0_16:1_16:1_RT_28.529,,Unknown_mz_766.69232_+_RT_28.305,
TG 16:0_16:0_24:0_RT_35.146,,Unknown_mz_766.69232_+_RT_28.305,
TG 16:0_18:0_18:0_RT_34.031,,Unknown_mz_766.69232_+_RT_28.305,
TG 42:1_RT_28.302,,Unknown_mz_766.69232_+_RT_28.305,
TG 44:1_RT_29.294,,Unknown_mz_766.69232_+_RT_28.305,
TG 46:1_RT_30.294,,Unknown_mz_766.69232_+_RT_28.305,
TG 46:2_RT_29.48,,Unknown_mz_766.69232_+_RT_28.305,
TG 46:3_RT_28.628,,Unknown_mz_766.69232_+_RT_28.305,
TG 47:2_RT_29.947,,Unknown_mz_766.69232_+_RT_28.305,
TG 8:0_15:0_16:0_RT_27.751,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_1039.67261_+_RT_11.185,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1041.68823_+_RT_11.863,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1041.68872_+_RT_11.738,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1063.67212_+_RT_11.077,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1063.67285_+_RT_11.193,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1063.672_+_RT_11.885,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1087.69226_-_RT_12.293,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1107.66125_-_RT_11.066,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1109.65356_+_RT_11.17,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1131.66211_-_RT_11.186,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1155.04663_+_RT_24.774,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1181.06323_+_RT_24.803,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1181.98779_+_RT_23.981,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1193.98499_+_RT_23.882,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1204.04907_+_RT_24.162,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1227.05237_+_RT_24.126,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1237.12878_+_RT_25.831,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1455.19128_+_RT_24.513,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_1468.27539_+_RT_29.197,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_1494.28638_+_RT_29.248,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_1516.27661_+_RT_28.532,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_1567.38342_+_RT_29.458,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_1572.33655_+_RT_29.463,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_245.22595_+_RT_13.471,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_258.11005_+_RT_1.474,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_263.23645_+_RT_13.471,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_287.23691_+_RT_13.446,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_302.10052_-_RT_1.27,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_311.21869_+_RT_10.981,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_312.29016_+_RT_17.443,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_313.27353_+_RT_14.323,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_317.24741_+_RT_12.26,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_319.22717_-_RT_11.732,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_337.27298_+_RT_13.471,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_339.25079_+_RT_13.262,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_339.28937_+_RT_14.753,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_348.07925_+_RT_1.27,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_351.02069_-_RT_1.386,,Unknown_mz_766.75885_+_RT_1.234,
Unknown_mz_353.26541_+_RT_14.085,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_355.28354_+_RT_13.472,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_357.29984_+_RT_14.753,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_360.28915_+_RT_17.001,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_362.30511_+_RT_17.721,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_362.3056_+_RT_18.15,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_365.24597_-_RT_14.058,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_369.23981_+_RT_14.301,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_370.29538_+_RT_12.394,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_372.31085_+_RT_13.272,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_372.31091_+_RT_13.953,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_375.25015_+_RT_12.546,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_377.26541_+_RT_12.394,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_379.28143_+_RT_14.557,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_379.28595_+_RT_13.314,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_386.3259_+_RT_14.491,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_391.24271_-_RT_13.475,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_393.29718_+_RT_15.809,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_396.31009_+_RT_13.295,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_396.31088_+_RT_13.446,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_400.34274_+_RT_15.344,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_405.22116_+_RT_11.052,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_413.24588_-_RT_13.454,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_416.88257_-_RT_1.229,,Unknown_mz_766.75885_+_RT_1.234,
Unknown_mz_420.31012_+_RT_13.354,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_422.32593_+_RT_13.926,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_432.97626_+_RT_1.38,,Unknown_mz_766.75885_+_RT_1.234,
Unknown_mz_445.2529_+_RT_13.463,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_449.28555_+_RT_16.376,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_453.29675_+_RT_14.74,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_496.37521_+_RT_13.592,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_508.37686_+_RT_14.624,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_532.37421_+_RT_14.589,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_535.4339_+_RT_22.661,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_552.40222_+_RT_14.023,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_561.44934_+_RT_22.704,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_568.33972_+_RT_11.902,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_570.50861_+_RT_23.416,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_614.3454_-_RT_12.087,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_616.36139_-_RT_12.605,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_621.30347_-_RT_11.079,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_656.58331_+_RT_25.394,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_665.09418_-_RT_1.377,,Unknown_mz_766.75885_+_RT_1.234,
Unknown_mz_667.53271_-_RT_14.302,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_684.61389_+_RT_26.119,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_708.54657_+_RT_14.3,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_708.62976_+_RT_27.454,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_712.6452_+_RT_25.192,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_715.53271_-_RT_13.482,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_719.56488_-_RT_14.751,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_724.30872_-_RT_23.18,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_726.63995_+_RT_27.125,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_733.57343_+_RT_28.179,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_734.63037_+_RT_25.901,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_736.64594_+_RT_26.57,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_738.53009_+_RT_13.467,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_738.6001_+_RT_14.757,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_738.65997_+_RT_26.549,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_738.66125_+_RT_27.291,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_738.6615_+_RT_25.394,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_739.58575_+_RT_26.834,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_741.60077_+_RT_27.532,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_742.65503_+_RT_26.11,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_743.61646_+_RT_28.297,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_745.5152_+_RT_14.3,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_748.39844_-_RT_24.778,,Unknown_mz_765.60468_+_RT_16.383,
Unknown_mz_752.67621_+_RT_29.183,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_752.67676_+_RT_26.296,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_757.63165_+_RT_28.819,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_762.66071_+_RT_27.74,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_764.67676_+_RT_27.522,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_765.60468_+_RT_16.383,,Unknown_mz_782.4267_-_RT_24.225,
Unknown_mz_766.69196_+_RT_26.293,,Unknown_mz_766.69232_+_RT_28.305,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_832.73975_+_RT_27.702,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_830.71057_+_RT_27.868,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_776.67676_+_RT_28.157,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_793.63165_+_RT_28.367,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_795.64679_+_RT_28.628,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_811.62109_+_RT_28.63,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_905.5639_+_RT_28.63,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_780.70953_+_RT_27.345,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_851.5166_+_RT_27.535,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_846.75452_+_RT_27.716,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_798.7207_+_RT_28.176,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_824.737_+_RT_28.3,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_822.75537_+_RT_28.304,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_768.6731_+_RT_26.55,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_770.68744_+_RT_27.138,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_822.72083_+_RT_27.527,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_812.67621_+_RT_28.125,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_814.69196_+_RT_28.152,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_780.69897_+_RT_28.309,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_794.7243_+_RT_28.327,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_836.74402_+_RT_28.521,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_769.6311_+_RT_28.523,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_792.70734_+_RT_28.536,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_864.77179_+_RT_28.55,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_820.73932_+_RT_28.552,
Unknown_mz_766.69232_+_RT_28.305,,Unknown_mz_876.77521_+_RT_28.63,
