GeneID1	GeneID2	PCC_moderate	feature_type	PCC_moderate_abs
ALDOB	CFH	0.594060567225832	protein-protein	0.594060567225832
APOC3	HGFAC	-0.203233296318454	protein-protein	0.203233296318454
APOC3	HRG	-0.223444755891034	protein-protein	0.223444755891034
APOC3	CFB	-0.335800968707131	protein-protein	0.335800968707131
APOC3	F9	0.274605868416609	protein-protein	0.274605868416609
APOC3	AHSG	-0.351962266888124	protein-protein	0.351962266888124
APOC3	C2	-0.491941872372131	protein-protein	0.491941872372131
APOC3	CD14	-0.502561202847909	protein-protein	0.502561202847909
APOC3	ALDOB	0.387495096803582	protein-protein	0.387495096803582
SERPINA1	DBH	-0.398525930228925	protein-protein	0.398525930228925
SERPINA1	CFB	0.34657709155716	protein-protein	0.34657709155716
SERPINA1	F9	0.290830245428516	protein-protein	0.290830245428516
SERPINA1	CFH	0.118450028777956	protein-protein	0.118450028777956
SERPINA1	C2	0.179689869929763	protein-protein	0.179689869929763
SERPINA1	APOC3	-0.19229457614152	protein-protein	0.19229457614152
APOH	HRG	0.25826004223032	protein-protein	0.25826004223032
APOH	CFB	-0.309385632700509	protein-protein	0.309385632700509
APOH	F9	-0.101242402877942	protein-protein	0.101242402877942
APOH	AHSG	0.28804392654417	protein-protein	0.28804392654417
APOH	CPN1	-0.696386997017653	protein-protein	0.696386997017653
APOH	APOC3	0.304865502865763	protein-protein	0.304865502865763
APOH	SERPINA1	-0.281070889243603	protein-protein	0.281070889243603
APOA1	HGFAC	0.531088034740193	protein-protein	0.531088034740193
APOA1	HRG	0.617451728549016	protein-protein	0.617451728549016
APOA1	F9	-0.165233554677827	protein-protein	0.165233554677827
APOA1	AHSG	0.653158987270849	protein-protein	0.653158987270849
APOA1	CPN1	-0.245505496382631	protein-protein	0.245505496382631
APOA1	ALDOB	-0.309702266510588	protein-protein	0.309702266510588
APOA1	SERPINA1	-0.169247675898626	protein-protein	0.169247675898626
APOA1	APOH	0.215205601396536	protein-protein	0.215205601396536
C4BPB	HGFAC	0.512210671901057	protein-protein	0.512210671901057
C4BPB	CFB	0.354005479930773	protein-protein	0.354005479930773
C4BPB	F9	0.208347538085037	protein-protein	0.208347538085037
C4BPB	C2	0.498363083846619	protein-protein	0.498363083846619
C4BPB	ALDOB	0.315151163702512	protein-protein	0.315151163702512
C4BPB	SERPINA1	-0.399284976873942	protein-protein	0.399284976873942
C4BPB	APOA1	0.336772809580969	protein-protein	0.336772809580969
HRG	C8G	0.363164636771448	protein-protein	0.363164636771448
F9	CFB	0.192045514652687	protein-protein	0.192045514652687
AHSG	F9	-0.577563067480656	protein-protein	0.577563067480656
CPN1	CFB	0.257614044007951	protein-protein	0.257614044007951
CFH	CFB	0.207912416637306	protein-protein	0.207912416637306
CFH	F9	0.311563628510768	protein-protein	0.311563628510768
CFH	AHSG	-0.174116312088239	protein-protein	0.174116312088239
CFH	C1S	0.123018983075129	protein-protein	0.123018983075129
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
C2	F9	0.138255623794134	protein-protein	0.138255623794134
C2	CPN1	0.325092132768569	protein-protein	0.325092132768569
C2	CFH	0.263199495196101	protein-protein	0.263199495196101
ALDOB	F9	0.496474032457398	protein-protein	0.496474032457398
APOC3	CFB	-0.335800968707131	protein-protein	0.335800968707131
APOC3	F9	0.274605868416609	protein-protein	0.274605868416609
APOC3	AHSG	-0.351962266888124	protein-protein	0.351962266888124
APOC3	C2	-0.491941872372131	protein-protein	0.491941872372131
SERPINA1	F9	0.290830245428516	protein-protein	0.290830245428516
SERPINA1	CPN1	0.247121222881631	protein-protein	0.247121222881631
SERPINA1	C1S	0.508579508067059	protein-protein	0.508579508067059
SERPINA1	CFH	0.118450028777956	protein-protein	0.118450028777956
SERPINA1	C2	0.179689869929763	protein-protein	0.179689869929763
APOH	CFB	-0.309385632700509	protein-protein	0.309385632700509
APOH	F9	-0.101242402877942	protein-protein	0.101242402877942
APOH	AHSG	0.28804392654417	protein-protein	0.28804392654417
APOH	CPN1	-0.696386997017653	protein-protein	0.696386997017653
APOH	C2	-0.462614223526142	protein-protein	0.462614223526142
APOH	APOC3	0.304865502865763	protein-protein	0.304865502865763
APOH	SERPINA1	-0.281070889243603	protein-protein	0.281070889243603
APOA1	F9	-0.165233554677827	protein-protein	0.165233554677827
APOA1	AHSG	0.653158987270849	protein-protein	0.653158987270849
APOA1	CPN1	-0.245505496382631	protein-protein	0.245505496382631
APOA1	CFH	-0.155689386869657	protein-protein	0.155689386869657
APOA1	ALDOB	-0.309702266510588	protein-protein	0.309702266510588
APOA1	SERPINA1	-0.169247675898626	protein-protein	0.169247675898626
APOA1	APOH	0.215205601396536	protein-protein	0.215205601396536
C4BPB	HRG	-0.158628183334422	protein-protein	0.158628183334422
C4BPB	SERPINA1	-0.399284976873942	protein-protein	0.399284976873942
AHSG	SERPINB1	-0.591563641167648	protein-protein	0.591563641167648
AHSG	F9	-0.577563067480656	protein-protein	0.577563067480656
C1S	DBH	0.153225978077137	protein-protein	0.153225978077137
CFH	F9	0.311563628510768	protein-protein	0.311563628510768
SERPINA1	DBH	-0.398525930228925	protein-protein	0.398525930228925
SERPINA1	GSR	0.641274506978666	protein-protein	0.641274506978666
C4BPB	HRG	-0.158628183334422	protein-protein	0.158628183334422
C4BPB	CFB	0.354005479930773	protein-protein	0.354005479930773
C4BPB	SERPINA1	-0.399284976873942	protein-protein	0.399284976873942
CFB	CFD	-0.15688787452996	protein-protein	0.15688787452996
CFH	CFB	0.207912416637306	protein-protein	0.207912416637306
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
CFB	CFD	-0.15688787452996	protein-protein	0.15688787452996
CFH	CFD	0.224424404499131	protein-protein	0.224424404499131
CFH	CFB	0.207912416637306	protein-protein	0.207912416637306
C2	CFD	-0.134122146764061	protein-protein	0.134122146764061
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
C2	CFH	0.263199495196101	protein-protein	0.263199495196101
C4BPB	C2	0.498363083846619	protein-protein	0.498363083846619
CFB	CFD	-0.15688787452996	protein-protein	0.15688787452996
CFH	CFD	0.224424404499131	protein-protein	0.224424404499131
CFH	CFB	0.207912416637306	protein-protein	0.207912416637306
C2	CFD	-0.134122146764061	protein-protein	0.134122146764061
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
C2	CFH	0.263199495196101	protein-protein	0.263199495196101
C4BPB	C2	0.498363083846619	protein-protein	0.498363083846619
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
HGFAC	CFD	0.238233317880476	protein-protein	0.238233317880476
COMP	CRTAC1	0.428232420336428	protein-protein	0.428232420336428
CFB	CFD	-0.15688787452996	protein-protein	0.15688787452996
F9	CFD	-0.319889714940745	protein-protein	0.319889714940745
AHSG	HRG	0.552495054939372	protein-protein	0.552495054939372
C1S	CFB	0.481621502800112	protein-protein	0.481621502800112
C1S	F9	0.156474823831575	protein-protein	0.156474823831575
CFH	CFB	0.207912416637306	protein-protein	0.207912416637306
CFH	C1S	0.123018983075129	protein-protein	0.123018983075129
C2	CFD	-0.134122146764061	protein-protein	0.134122146764061
C2	CFB	0.648558732729403	protein-protein	0.648558732729403
C2	C1S	0.196758947994275	protein-protein	0.196758947994275
C2	CFH	0.263199495196101	protein-protein	0.263199495196101
SERPINA1	SERPINB1	0.487687474670979	protein-protein	0.487687474670979
APOH	CFB	-0.309385632700509	protein-protein	0.309385632700509
APOH	C1S	-0.2826491653322	protein-protein	0.2826491653322
APOH	C2	-0.462614223526142	protein-protein	0.462614223526142
C4BPB	CFB	0.354005479930773	protein-protein	0.354005479930773
C4BPB	CFH	0.386533474148966	protein-protein	0.386533474148966
C4BPB	C2	0.498363083846619	protein-protein	0.498363083846619
CFP	PLEK	-0.344007106657588	protein-protein	0.344007106657588
PNP	S100A9	0.451723898072914	protein-protein	0.451723898072914
S100A8	PLEK	0.25957107387597	protein-protein	0.25957107387597
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
S100A8	CFP	-0.201442250964401	protein-protein	0.201442250964401
ICAM1	PLEK	0.124725358021282	protein-protein	0.124725358021282
ICAM1	S100A8	0.716675742043981	protein-protein	0.716675742043981
LCN2	PRSS2	0.434835703332376	protein-protein	0.434835703332376
PNP	TXN	0.729699101065505	protein-protein	0.729699101065505
PNP	PLEK	0.772939777995622	protein-protein	0.772939777995622
HSP90AA1	HSPD1	0.229965392046096	protein-protein	0.229965392046096
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
TIMP1	P4HB	0.157926283485942	protein-protein	0.157926283485942
HSP90AA1	HSPD1	0.229965392046096	protein-protein	0.229965392046096
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
ICAM1	PLEK	0.124725358021282	protein-protein	0.124725358021282
CFP	RNASE1	-0.360458240819502	protein-protein	0.360458240819502
LCN2	S100A9	0.232814399212975	protein-protein	0.232814399212975
TIMP1	MSN	0.205374607725888	protein-protein	0.205374607725888
HSP90AA1	PNP	0.7695008586458	protein-protein	0.7695008586458
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
S100A8	LCN2	0.198090113134116	protein-protein	0.198090113134116
TIMP1	PLEK	0.447943775509327	protein-protein	0.447943775509327
ICAM1	PLEK	0.124725358021282	protein-protein	0.124725358021282
CFP	PTGDS	-0.171358984432741	protein-protein	0.171358984432741
LCN2	S100A9	0.232814399212975	protein-protein	0.232814399212975
TXN	S100A9	0.512464671176384	protein-protein	0.512464671176384
PNP	TXN	0.729699101065505	protein-protein	0.729699101065505
HSP90AA1	HSPD1	0.229965392046096	protein-protein	0.229965392046096
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
S100A8	LCN2	0.198090113134116	protein-protein	0.198090113134116
S100A8	TXN	0.551447202492416	protein-protein	0.551447202492416
SOD3	PTGDS	-0.152606200922267	protein-protein	0.152606200922267
IGFBP3	PRSS2	-0.140615941847565	protein-protein	0.140615941847565
LCN2	RNASE1	0.467929640623212	protein-protein	0.467929640623212
PNP	IGFBP3	-0.444533078677468	protein-protein	0.444533078677468
S100A8	PRSS2	-0.120929614032621	protein-protein	0.120929614032621
ICAM1	S100A8	0.716675742043981	protein-protein	0.716675742043981
TIMP1	MSN	0.205374607725888	protein-protein	0.205374607725888
MGP	RNASE1	0.152952757463427	protein-protein	0.152952757463427
S100A8	ORM2	0.420950903961297	protein-protein	0.420950903961297
S100A8	LCN2	0.198090113134116	protein-protein	0.198090113134116
HSP90AA1	TXN	0.383807663291959	protein-protein	0.383807663291959
PTGDS	PLEK	0.403135709618483	protein-protein	0.403135709618483
CFP	LPA	0.348616785204689	protein-protein	0.348616785204689
CFP	SHBG	0.211108829994206	protein-protein	0.211108829994206
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
ORM1	ORM2	0.572386214605937	protein-protein	0.572386214605937
IGFBP3	CFP	0.605464273500964	protein-protein	0.605464273500964
SOD3	PTGDS	-0.152606200922267	protein-protein	0.152606200922267
TIMP1	LCN2	0.148896242042697	protein-protein	0.148896242042697
MGP	SOD3	0.325794585873991	protein-protein	0.325794585873991
HSP90AA1	HSPD1	0.229965392046096	protein-protein	0.229965392046096
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
ORM1	ORM2	0.572386214605937	protein-protein	0.572386214605937
TIMP1	IGFBP3	-0.122658840238936	protein-protein	0.122658840238936
HSP90AA1	HSPD1	0.229965392046096	protein-protein	0.229965392046096
RNASE1	MCAM	-0.278212632202913	protein-protein	0.278212632202913
LCN2	S100A9	0.232814399212975	protein-protein	0.232814399212975
SOD3	MASP1	0.27009102530773	protein-protein	0.27009102530773
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
S100A8	LCN2	0.198090113134116	protein-protein	0.198090113134116
ICAM1	S100A9	0.724015409092076	protein-protein	0.724015409092076
ICAM1	S100A8	0.716675742043981	protein-protein	0.716675742043981
S100A9	ORM1	0.17187993542119	protein-protein	0.17187993542119
S100A9	PLEK	0.17447591004957	protein-protein	0.17447591004957
CFP	S100A9	-0.218265721605784	protein-protein	0.218265721605784
MSN	IGFBP3	-0.18065714731993	protein-protein	0.18065714731993
SOD3	LCN2	-0.132328497971074	protein-protein	0.132328497971074
TIMP1	IGFBP3	-0.122658840238936	protein-protein	0.122658840238936
PNP	LCN2	0.212003906822609	protein-protein	0.212003906822609
HSP90AA1	HSPD1	0.229965392046096	protein-protein	0.229965392046096
S100A8	PLEK	0.25957107387597	protein-protein	0.25957107387597
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
ICAM1	S100A9	0.724015409092076	protein-protein	0.724015409092076
CFP	PLEK	-0.344007106657588	protein-protein	0.344007106657588
TIMP1	SOD3	-0.177370791480601	protein-protein	0.177370791480601
PNP	LCN2	0.212003906822609	protein-protein	0.212003906822609
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
ORM1	ORM2	0.572386214605937	protein-protein	0.572386214605937
CFP	PLEK	-0.344007106657588	protein-protein	0.344007106657588
SOD3	MCAM	0.174001126575617	protein-protein	0.174001126575617
MGP	SOD3	0.325794585873991	protein-protein	0.325794585873991
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
ICAM1	TIMP1	-0.204649818850367	protein-protein	0.204649818850367
P4HB	SHBG	-0.476530665763973	protein-protein	0.476530665763973
PNP	SHBG	-0.622682938539187	protein-protein	0.622682938539187
ORM1	ORM2	0.572386214605937	protein-protein	0.572386214605937
MASP1	ORM2	0.223881982301491	protein-protein	0.223881982301491
LPA	ORM2	-0.270271664906254	protein-protein	0.270271664906254
LCN2	CFP	-0.191295862779726	protein-protein	0.191295862779726
PNP	PLEK	0.772939777995622	protein-protein	0.772939777995622
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
ICAM1	MSN	0.294171302826651	protein-protein	0.294171302826651
MSN	IDH1	0.138590231146325	protein-protein	0.138590231146325
LCN2	RNASE1	0.467929640623212	protein-protein	0.467929640623212
MGP	IGFBP3	0.204896990009947	protein-protein	0.204896990009947
HSP90AA1	P4HB	0.726663354349808	protein-protein	0.726663354349808
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
ICAM1	MSN	0.294171302826651	protein-protein	0.294171302826651
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
ORM1	ORM2	0.572386214605937	protein-protein	0.572386214605937
HSP90AA1	HSPD1	0.229965392046096	protein-protein	0.229965392046096
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
SHBG	PTGDS	-0.142409421143662	protein-protein	0.142409421143662
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
ICAM1	MSN	0.294171302826651	protein-protein	0.294171302826651
P4HB	RNASE1	0.194037901629953	protein-protein	0.194037901629953
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
SHBG	PTGDS	-0.142409421143662	protein-protein	0.142409421143662
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
TXN	P4HB	0.626071656573738	protein-protein	0.626071656573738
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
MSN	P4HB	0.834965157327881	protein-protein	0.834965157327881
TXN	P4HB	0.626071656573738	protein-protein	0.626071656573738
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
ORM1	ORM2	0.572386214605937	protein-protein	0.572386214605937
PTGDS	ORM2	-0.124930268244954	protein-protein	0.124930268244954
PRSS2	MASP1	-0.475430012671798	protein-protein	0.475430012671798
PRSS2	LPA	0.11748973206773	protein-protein	0.11748973206773
LCN2	ORM2	-0.234610251472264	protein-protein	0.234610251472264
LCN2	ORM1	-0.201958560710083	protein-protein	0.201958560710083
LCN2	PTGDS	0.527488729780588	protein-protein	0.527488729780588
TXN	P4HB	0.626071656573738	protein-protein	0.626071656573738
S100A8	S100A9	0.808677174703192	protein-protein	0.808677174703192
TNNI3	CD8A	0.191235373231022	protein-protein	0.191235373231022
IL6	IL1A	0.277716093140447	protein-protein	0.277716093140447
TNF	IL6	0.519863057594831	protein-protein	0.519863057594831
CCL4	CXCL8	0.170638215807137	protein-protein	0.170638215807137
CCL4	TNF	0.387174899006683	protein-protein	0.387174899006683
TNNI3	IL10	0.440720158213796	protein-protein	0.440720158213796
CXCL8	TNNI3	0.446381532424737	protein-protein	0.446381532424737
IL6	CXCL8	0.477507436039969	protein-protein	0.477507436039969
TNF	IL6	0.519863057594831	protein-protein	0.519863057594831
CCL4	CXCL8	0.170638215807137	protein-protein	0.170638215807137
CCL4	TNF	0.387174899006683	protein-protein	0.387174899006683
CXCL8	IFNG	0.453032986858485	protein-protein	0.453032986858485
IL6	IL1A	0.277716093140447	protein-protein	0.277716093140447
IL6	CXCL8	0.477507436039969	protein-protein	0.477507436039969
TNF	CXCL8	0.522193034354016	protein-protein	0.522193034354016
TNF	IL6	0.519863057594831	protein-protein	0.519863057594831
CCL4	CXCL8	0.170638215807137	protein-protein	0.170638215807137
CCL4	TNF	0.387174899006683	protein-protein	0.387174899006683
CXCL8	TNNI3	0.446381532424737	protein-protein	0.446381532424737
CCL4	TNNI3	-0.181704251308534	protein-protein	0.181704251308534
CCL4	CXCL8	0.170638215807137	protein-protein	0.170638215807137
IL6	CXCL8	0.477507436039969	protein-protein	0.477507436039969
CD4	IFNG	0.252669469716911	protein-protein	0.252669469716911
CD4	CD8A	0.307526779560572	protein-protein	0.307526779560572
IL10RA	CD4	0.166103699686378	protein-protein	0.166103699686378
IL6	IFNG	0.609476532739915	protein-protein	0.609476532739915
IL6	CXCL8	0.477507436039969	protein-protein	0.477507436039969
TNF	IFNG	0.481523996690516	protein-protein	0.481523996690516
CCL4	TNF	0.387174899006683	protein-protein	0.387174899006683
CD4	CD8A	0.307526779560572	protein-protein	0.307526779560572
IL6	CXCL8	0.477507436039969	protein-protein	0.477507436039969
IL10RA	CD8A	0.278841385785145	protein-protein	0.278841385785145
IL10RA	CD4	0.166103699686378	protein-protein	0.166103699686378
CCL4	CD4	0.102584943690902	protein-protein	0.102584943690902
CXCL8	CD4	0.392063335384248	protein-protein	0.392063335384248
IL6	CXCL8	0.477507436039969	protein-protein	0.477507436039969
IL10RA	CD8A	0.278841385785145	protein-protein	0.278841385785145
CCL4	IL10RA	-0.116678129893669	protein-protein	0.116678129893669
IL6	CXCL8	0.477507436039969	protein-protein	0.477507436039969
TNF	IFNG	0.481523996690516	protein-protein	0.481523996690516
IL10RA	CD4	0.166103699686378	protein-protein	0.166103699686378
CCL4	IL10RA	-0.116678129893669	protein-protein	0.116678129893669
IL6	CXCL8	0.477507436039969	protein-protein	0.477507436039969
TNF	CXCL8	0.522193034354016	protein-protein	0.522193034354016
IL6	IL10	0.514798923069829	protein-protein	0.514798923069829
CCL4	TNF	0.387174899006683	protein-protein	0.387174899006683
CD8A	IFNG	0.135943937428656	protein-protein	0.135943937428656
CD4	CD8A	0.307526779560572	protein-protein	0.307526779560572
TNF	IL10	0.411312647229063	protein-protein	0.411312647229063
IL10RA	CD8A	0.278841385785145	protein-protein	0.278841385785145
CD8A	IFNG	0.135943937428656	protein-protein	0.135943937428656
IL10RA	IL6	-0.171846242109268	protein-protein	0.171846242109268
EPO	AMBP	0.202116993789736	protein-protein	0.202116993789736
TNNI3	AMBP	0.191542263699508	protein-protein	0.191542263699508
TNF	IL10	0.411312647229063	protein-protein	0.411312647229063
CCL4	IL10RA	-0.116678129893669	protein-protein	0.116678129893669
TNF	IL10	0.411312647229063	protein-protein	0.411312647229063
EPO	AMBP	0.202116993789736	protein-protein	0.202116993789736
IFNG	IL10	0.656383806246513	protein-protein	0.656383806246513
CD4	IFNG	0.252669469716911	protein-protein	0.252669469716911
CXCL8	IFNG	0.453032986858485	protein-protein	0.453032986858485
CXCL8	CD4	0.392063335384248	protein-protein	0.392063335384248
IL6	CXCL8	0.477507436039969	protein-protein	0.477507436039969
IL10RA	IL10	-0.122090796439821	protein-protein	0.122090796439821
IL10RA	CD4	0.166103699686378	protein-protein	0.166103699686378
EPO	CDSN	0.197601194255183	protein-protein	0.197601194255183
CD4	CD8A	0.307526779560572	protein-protein	0.307526779560572
IL1A	DNER	-0.150510872289791	protein-protein	0.150510872289791
IL10	IL1A	0.232419071918356	protein-protein	0.232419071918356
CD8A	IFNG	0.135943937428656	protein-protein	0.135943937428656
IL10RA	IL10	-0.122090796439821	protein-protein	0.122090796439821
IL10RA	IL10	-0.122090796439821	protein-protein	0.122090796439821
IL10RA	IL10	-0.122090796439821	protein-protein	0.122090796439821
IL10RA	IL10	-0.122090796439821	protein-protein	0.122090796439821
CD4	CD8A	0.307526779560572	protein-protein	0.307526779560572
CD4	CD8A	0.307526779560572	protein-protein	0.307526779560572
IL6	CXCL8	0.477507436039969	protein-protein	0.477507436039969
TNF	IFNG	0.481523996690516	protein-protein	0.481523996690516
IL10	IL2	0.288363773644563	protein-protein	0.288363773644563
EPO	IL2	0.308743639778061	protein-protein	0.308743639778061
EPO	IL10	0.17166072185723	protein-protein	0.17166072185723
IFNG	IL2	0.314788404179333	protein-protein	0.314788404179333
IFNG	IL10	0.656383806246513	protein-protein	0.656383806246513
IFNG	EPO	0.34020465628429	protein-protein	0.34020465628429
IL6	IL2	0.293493293775202	protein-protein	0.293493293775202
IL6	IL10	0.514798923069829	protein-protein	0.514798923069829
IL6	EPO	0.34359043692616	protein-protein	0.34359043692616
IL6	IFNG	0.609476532739915	protein-protein	0.609476532739915
CCL4	CXCL8	0.170638215807137	protein-protein	0.170638215807137
CCL2	CCL3	0.622491817381436	protein-protein	0.622491817381436
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
CCL4	CCL2	0.257194875141598	protein-protein	0.257194875141598
CCL2	IL1RN	0.503068946121155	protein-protein	0.503068946121155
CTSL	CCL2	0.392799212936166	protein-protein	0.392799212936166
NFKB1	CTSL	0.240398847144345	protein-protein	0.240398847144345
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
CCL4	CCL2	0.257194875141598	protein-protein	0.257194875141598
NPPB	IL17A	0.408110139908037	protein-protein	0.408110139908037
CCL4	CCL2	0.257194875141598	protein-protein	0.257194875141598
IL6	CCL2	0.611232386346068	protein-protein	0.611232386346068
IL18	CXCL10	0.433118216291362	protein-protein	0.433118216291362
CTSL	IL1RN	0.612501645719834	protein-protein	0.612501645719834
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
IL6	IL1RN	0.418149929371319	protein-protein	0.418149929371319
IL6	CTSL	0.589069833312866	protein-protein	0.589069833312866
CXCL10	LAMP3	0.541006711703019	protein-protein	0.541006711703019
IL18	IL1RN	0.209200189882112	protein-protein	0.209200189882112
IL18	CCL2	0.293447490471706	protein-protein	0.293447490471706
IL6	CCL2	0.611232386346068	protein-protein	0.611232386346068
CXCL10	LAMP3	0.541006711703019	protein-protein	0.541006711703019
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
IL1RN	CCL3	0.391810292261367	protein-protein	0.391810292261367
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
IL6	CCL3	0.428706135407613	protein-protein	0.428706135407613
IL6	IL1RN	0.418149929371319	protein-protein	0.418149929371319
NPPB	CALCA	0.527160884303782	protein-protein	0.527160884303782
CXCL10	CCL3	0.275291541396852	protein-protein	0.275291541396852
IL1RN	NPPB	0.210586767267332	protein-protein	0.210586767267332
CTSL	IL18	0.31796027419504	protein-protein	0.31796027419504
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
IL6	CCL2	0.611232386346068	protein-protein	0.611232386346068
CCL2	CCL3	0.622491817381436	protein-protein	0.622491817381436
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
CCL4	CCL2	0.257194875141598	protein-protein	0.257194875141598
IL6	CCL3	0.428706135407613	protein-protein	0.428706135407613
IL6	CCL2	0.611232386346068	protein-protein	0.611232386346068
IL1RN	CCL3	0.391810292261367	protein-protein	0.391810292261367
CCL2	IL1RN	0.503068946121155	protein-protein	0.503068946121155
CTSL	CCL3	0.336088847452815	protein-protein	0.336088847452815
CTSL	IL1RN	0.612501645719834	protein-protein	0.612501645719834
CTSL	CCL2	0.392799212936166	protein-protein	0.392799212936166
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
CCL4	CCL2	0.257194875141598	protein-protein	0.257194875141598
IL6	CCL3	0.428706135407613	protein-protein	0.428706135407613
PDCD1	CCL3	0.153971710426587	protein-protein	0.153971710426587
CTSL	IL13	0.114770770996207	protein-protein	0.114770770996207
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
CCL4	PDCD1	0.206853751365474	protein-protein	0.206853751365474
CXCL10	CCL3	0.275291541396852	protein-protein	0.275291541396852
IL1RN	CCL3	0.391810292261367	protein-protein	0.391810292261367
CCL2	IL13	0.102816085555789	protein-protein	0.102816085555789
CTSL	IL1RN	0.612501645719834	protein-protein	0.612501645719834
NFKB1	IL1RN	0.312153882944255	protein-protein	0.312153882944255
NFKB1	CTSL	0.240398847144345	protein-protein	0.240398847144345
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
IL6	CCL3	0.428706135407613	protein-protein	0.428706135407613
IL6	CXCL10	0.695704009828883	protein-protein	0.695704009828883
IL6	IL1RN	0.418149929371319	protein-protein	0.418149929371319
CCL4	CCL2	0.257194875141598	protein-protein	0.257194875141598
IL6	IL17A	0.148515740978194	protein-protein	0.148515740978194
IL6	CCL2	0.611232386346068	protein-protein	0.611232386346068
CCL2	CCL3	0.622491817381436	protein-protein	0.622491817381436
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
CXCL10	LAMP3	0.541006711703019	protein-protein	0.541006711703019
CTSL	LAMP3	0.318201141261679	protein-protein	0.318201141261679
NFKB1	CTSL	0.240398847144345	protein-protein	0.240398847144345
IL6	CCL2	0.611232386346068	protein-protein	0.611232386346068
IL6	CCL2	0.611232386346068	protein-protein	0.611232386346068
CTSL	IL18	0.31796027419504	protein-protein	0.31796027419504
CCL2	LAMP3	0.450067406169423	protein-protein	0.450067406169423
IL6	LAMP3	0.473185239220757	protein-protein	0.473185239220757
IL6	CCL2	0.611232386346068	protein-protein	0.611232386346068
IL6	IL18	0.346800780347045	protein-protein	0.346800780347045
NFKB1	CCL3	-0.159474782848278	protein-protein	0.159474782848278
NFKB1	IL1RN	0.312153882944255	protein-protein	0.312153882944255
NFKB1	VEGFA	0.391833807331793	protein-protein	0.391833807331793
ERBB2	VEGFA	0.330636727387521	protein-protein	0.330636727387521
IL6	NFKB1	-0.144784076071728	protein-protein	0.144784076071728
NFKB1	IL17A	0.129264948585565	protein-protein	0.129264948585565
IL6	IL17A	0.148515740978194	protein-protein	0.148515740978194
IL6	NFKB1	-0.144784076071728	protein-protein	0.144784076071728
IL6	NFKB1	-0.144784076071728	protein-protein	0.144784076071728
IL6	NFKB1	-0.144784076071728	protein-protein	0.144784076071728
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
CCL2	CCL3	0.622491817381436	protein-protein	0.622491817381436
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
IL6	CCL2	0.611232386346068	protein-protein	0.611232386346068
IL6	NFKB1	-0.144784076071728	protein-protein	0.144784076071728
CXCL10	CCL3	0.275291541396852	protein-protein	0.275291541396852
VEGFA	IL17A	0.331439173892824	protein-protein	0.331439173892824
CCL2	CCL3	0.622491817381436	protein-protein	0.622491817381436
CCL2	CXCL10	0.497209374062038	protein-protein	0.497209374062038
IL18	IL1RN	0.209200189882112	protein-protein	0.209200189882112
