GeneID1	GeneID2	PCC_moderate	feature_type	PCC_moderate_abs
vanillactate	N6-succinyladenosine	0.937604290389125	metabolite-metabolite	0.937604290389125
p-cresol glucuronide*	N6-succinyladenosine	0.778600487207268	metabolite-metabolite	0.778600487207268
N-acetylkynurenine (2)	N6-succinyladenosine	0.52200499319761	metabolite-metabolite	0.52200499319761
N-acetylglucosamine/N-acetylgalactosamine	N6-succinyladenosine	0.869045576821287	metabolite-metabolite	0.869045576821287
adipoylcarnitine (C6-DC)	N6-succinyladenosine	0.916570009714746	metabolite-metabolite	0.916570009714746
suberoylcarnitine (C8-DC)	N6-succinyladenosine	0.891877843386238	metabolite-metabolite	0.891877843386238
phenylacetylglutamate	N6-succinyladenosine	0.844690790324631	metabolite-metabolite	0.844690790324631
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	N6-succinyladenosine	0.584392702176849	metabolite-metabolite	0.584392702176849
cortolone glucuronide (1)	N6-succinyladenosine	0.606727327189118	metabolite-metabolite	0.606727327189118
pyroglutamylalanine*	N6-succinyladenosine	0.554501585723239	metabolite-metabolite	0.554501585723239
pyroglutamylleucine*	N6-succinyladenosine	0.742449823533979	metabolite-metabolite	0.742449823533979
glutamine conjugate of C7H12O2*	N6-succinyladenosine	0.754372241556189	metabolite-metabolite	0.754372241556189
glutamine conjugate of C6H10O2 (1)*	N6-succinyladenosine	0.903992156494174	metabolite-metabolite	0.903992156494174
glutamine conjugate of C6H10O2 (2)*	N6-succinyladenosine	0.762781629482424	metabolite-metabolite	0.762781629482424
2-hydroxysebacate	N6-succinyladenosine	0.802321941262782	metabolite-metabolite	0.802321941262782
N-acetyl-isoputreanine	N6-succinyladenosine	0.894205220415	metabolite-metabolite	0.894205220415
11beta-hydroxyandrosterone glucuronide	N6-succinyladenosine	0.870621653549214	metabolite-metabolite	0.870621653549214
N2-acetyl,N6,N6-dimethyllysine	N6-succinyladenosine	0.649983770610544	metabolite-metabolite	0.649983770610544
4-methylhexanoylglutamine	N6-succinyladenosine	0.50500318509884	metabolite-metabolite	0.50500318509884
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	N6-succinyladenosine	0.925838120177994	metabolite-metabolite	0.925838120177994
hydroxy-N6,N6,N6-trimethyllysine*	N6-succinyladenosine	0.569927422626592	metabolite-metabolite	0.569927422626592
(S)-a-amino-omega-caprolactam	N6-succinyladenosine	0.737373805515322	metabolite-metabolite	0.737373805515322
decadienedioic acid (C10:2-DC)**	N6-succinyladenosine	0.75588639731963	metabolite-metabolite	0.75588639731963
GlcNAc sulfate conjugate of C21H34O2 steroid**	N6-succinyladenosine	-0.148636265892418	metabolite-metabolite	0.148636265892418
N-acetyl-2-aminoadipate	N6-succinyladenosine	0.843545652485065	metabolite-metabolite	0.843545652485065
tetrahydrocortisol glucuronide	N6-succinyladenosine	0.732513922641244	metabolite-metabolite	0.732513922641244
N,N-dimethyl-pro-pro	N6-succinyladenosine	0.877540938092805	metabolite-metabolite	0.877540938092805
3-hydroxy-3-methylglutarate	1-ribosyl-imidazoleacetate*	0.856052393352008	metabolite-metabolite	0.856052393352008
S-adenosylhomocysteine (SAH)	1-ribosyl-imidazoleacetate*	0.915167188584867	metabolite-metabolite	0.915167188584867
myo-inositol	1-ribosyl-imidazoleacetate*	0.875021263974447	metabolite-metabolite	0.875021263974447
orotate	1-ribosyl-imidazoleacetate*	0.819900290975656	metabolite-metabolite	0.819900290975656
pseudouridine	1-ribosyl-imidazoleacetate*	0.891560297821878	metabolite-metabolite	0.891560297821878
dihydroorotate	1-ribosyl-imidazoleacetate*	0.872459188159631	metabolite-metabolite	0.872459188159631
N-acetylalanine	1-ribosyl-imidazoleacetate*	0.84791380549758	metabolite-metabolite	0.84791380549758
4-acetamidobutanoate	1-ribosyl-imidazoleacetate*	0.843262485540985	metabolite-metabolite	0.843262485540985
glucuronate	1-ribosyl-imidazoleacetate*	0.918248989070718	metabolite-metabolite	0.918248989070718
ribonate	1-ribosyl-imidazoleacetate*	0.887742290352722	metabolite-metabolite	0.887742290352722
1-methyl-4-imidazoleacetate	1-ribosyl-imidazoleacetate*	0.916867348563456	metabolite-metabolite	0.916867348563456
N-acetylglutamine	1-ribosyl-imidazoleacetate*	0.871114613506585	metabolite-metabolite	0.871114613506585
N-acetylthreonine	1-ribosyl-imidazoleacetate*	0.820705933318902	metabolite-metabolite	0.820705933318902
erythronate*	1-ribosyl-imidazoleacetate*	0.919822655283825	metabolite-metabolite	0.919822655283825
N1-methylinosine	1-ribosyl-imidazoleacetate*	0.940107609269768	metabolite-metabolite	0.940107609269768
N2,N2-dimethylguanosine	1-ribosyl-imidazoleacetate*	0.80449913865485	metabolite-metabolite	0.80449913865485
N6-carbamoylthreonyladenosine	1-ribosyl-imidazoleacetate*	0.968104908804335	metabolite-metabolite	0.968104908804335
orotidine	1-ribosyl-imidazoleacetate*	0.826827806399847	metabolite-metabolite	0.826827806399847
phenylacetylglutamine	1-ribosyl-imidazoleacetate*	0.807795390586093	metabolite-metabolite	0.807795390586093
5,6-dihydrouridine	1-ribosyl-imidazoleacetate*	0.776794238503205	metabolite-metabolite	0.776794238503205
3-(3-amino-3-carboxypropyl)uridine*	1-ribosyl-imidazoleacetate*	0.834063324999917	metabolite-metabolite	0.834063324999917
gulonate*	1-ribosyl-imidazoleacetate*	0.973202752458127	metabolite-metabolite	0.973202752458127
2-methylmalonylcarnitine (C4-DC)	1-ribosyl-imidazoleacetate*	0.894508281775629	metabolite-metabolite	0.894508281775629
N6-succinyladenosine	1-ribosyl-imidazoleacetate*	0.9560204541961	metabolite-metabolite	0.9560204541961
alpha-ketoglutaramate*	1-ribosyl-imidazoleacetate*	0.799413484279052	metabolite-metabolite	0.799413484279052
5-(galactosylhydroxy)-L-lysine	1-ribosyl-imidazoleacetate*	0.949664613319988	metabolite-metabolite	0.949664613319988
gamma-CEHC glucuronide*	1-ribosyl-imidazoleacetate*	0.903838844015626	metabolite-metabolite	0.903838844015626
O-sulfo-L-tyrosine	1-ribosyl-imidazoleacetate*	0.93221355005619	metabolite-metabolite	0.93221355005619
arabonate/xylonate	1-ribosyl-imidazoleacetate*	0.950158376876692	metabolite-metabolite	0.950158376876692
C-glycosyltryptophan	1-ribosyl-imidazoleacetate*	0.862833483499144	metabolite-metabolite	0.862833483499144
arabitol/xylitol	1-ribosyl-imidazoleacetate*	0.952782477630583	metabolite-metabolite	0.952782477630583
suberoylcarnitine (C8-DC)	1-ribosyl-imidazoleacetate*	0.869357498589927	metabolite-metabolite	0.869357498589927
hydroxyasparagine**	1-ribosyl-imidazoleacetate*	0.955456295885528	metabolite-metabolite	0.955456295885528
N-acetyl-isoputreanine	1-ribosyl-imidazoleacetate*	0.85946770732922	metabolite-metabolite	0.85946770732922
11beta-hydroxyandrosterone glucuronide	1-ribosyl-imidazoleacetate*	0.868374141954681	metabolite-metabolite	0.868374141954681
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	1-ribosyl-imidazoleacetate*	0.91698280269655	metabolite-metabolite	0.91698280269655
N-acetyl-2-aminoadipate	1-ribosyl-imidazoleacetate*	0.836180627507526	metabolite-metabolite	0.836180627507526
N,N-dimethyl-pro-pro	1-ribosyl-imidazoleacetate*	0.903470414946941	metabolite-metabolite	0.903470414946941
methyl indole-3-acetate	indoleacetylglutamine	0.874440862026198	metabolite-metabolite	0.874440862026198
imidazole propionate	indoleacetylglutamine	0.84011438273924	metabolite-metabolite	0.84011438273924
tyramine O-sulfate	indoleacetylglutamine	0.923240884417013	metabolite-metabolite	0.923240884417013
indoleacetate	indoleacetylglutamine	0.950342275616642	metabolite-metabolite	0.950342275616642
glutamine conjugate of C6H10O2 (2)*	hexanoylglutamine	0.706544596410408	metabolite-metabolite	0.706544596410408
4-methylhexanoylglutamine	hexanoylglutamine	0.898532090757437	metabolite-metabolite	0.898532090757437
linoleate (18:2n6)	dihomo-linolenate (20:3n3 or n6)	0.859383675082235	metabolite-metabolite	0.859383675082235
palmitate (16:0)	dihomo-linolenate (20:3n3 or n6)	0.808792860761297	metabolite-metabolite	0.808792860761297
palmitoleate (16:1n7)	dihomo-linolenate (20:3n3 or n6)	0.715292888881713	metabolite-metabolite	0.715292888881713
myristate (14:0)	dihomo-linolenate (20:3n3 or n6)	0.646127457105823	metabolite-metabolite	0.646127457105823
dihomo-linoleate (20:2n6)	dihomo-linolenate (20:3n3 or n6)	0.89128021866012	metabolite-metabolite	0.89128021866012
docosapentaenoate (n3 DPA; 22:5n3)	dihomo-linolenate (20:3n3 or n6)	0.893326619683414	metabolite-metabolite	0.893326619683414
10-nonadecenoate (19:1n9)	dihomo-linolenate (20:3n3 or n6)	0.819569559078951	metabolite-metabolite	0.819569559078951
10-heptadecenoate (17:1n7)	dihomo-linolenate (20:3n3 or n6)	0.847195813812764	metabolite-metabolite	0.847195813812764
linolenate [alpha or gamma; (18:3n3 or 6)]	dihomo-linolenate (20:3n3 or n6)	0.756757381666775	metabolite-metabolite	0.756757381666775
docosapentaenoate (n6 DPA; 22:5n6)	dihomo-linolenate (20:3n3 or n6)	0.913870455582245	metabolite-metabolite	0.913870455582245
oleate/vaccenate (18:1)	dihomo-linolenate (20:3n3 or n6)	0.812706695632632	metabolite-metabolite	0.812706695632632
dihydroorotate	mannitol/sorbitol	0.882636400200153	metabolite-metabolite	0.882636400200153
orotidine	mannitol/sorbitol	0.951754461168742	metabolite-metabolite	0.951754461168742
C-glycosyltryptophan	mannitol/sorbitol	0.917948065365523	metabolite-metabolite	0.917948065365523
1-linoleoyl-GPE (18:2)*	2-linoleoyl-GPE (18:2)*	0.85872432105714	metabolite-metabolite	0.85872432105714
2-oleoyl-GPE (18:1)*	2-linoleoyl-GPE (18:2)*	0.793980807247189	metabolite-metabolite	0.793980807247189
1-dihomo-linolenoyl-GPE (20:3n3 or 6)*	2-linoleoyl-GPE (18:2)*	0.850703755622987	metabolite-metabolite	0.850703755622987
naproxen	desmethylnaproxen sulfate	0.98401858758008	metabolite-metabolite	0.98401858758008
4-acetamidophenylglucuronide	2-hydroxyacetaminophen sulfate*	0.913148377512651	metabolite-metabolite	0.913148377512651
2-methoxyacetaminophen sulfate*	2-hydroxyacetaminophen sulfate*	0.875225561634429	metabolite-metabolite	0.875225561634429
2-methoxyacetaminophen glucuronide*	2-hydroxyacetaminophen sulfate*	0.874043935977011	metabolite-metabolite	0.874043935977011
4-acetamidophenylglucuronide	2-methoxyacetaminophen sulfate*	0.966385995444995	metabolite-metabolite	0.966385995444995
N-acetylphenylalanine	2-methoxyacetaminophen sulfate*	0.832667049916142	metabolite-metabolite	0.832667049916142
2-hydroxyacetaminophen sulfate*	2-methoxyacetaminophen sulfate*	0.875225561634429	metabolite-metabolite	0.875225561634429
2-methoxyacetaminophen glucuronide*	2-methoxyacetaminophen sulfate*	0.95343045839808	metabolite-metabolite	0.95343045839808
carnosine	2-methoxyacetaminophen glucuronide*	0.898601591085924	metabolite-metabolite	0.898601591085924
4-acetamidophenylglucuronide	2-methoxyacetaminophen glucuronide*	0.965202242316577	metabolite-metabolite	0.965202242316577
2-hydroxyacetaminophen sulfate*	2-methoxyacetaminophen glucuronide*	0.874043935977011	metabolite-metabolite	0.874043935977011
2-methoxyacetaminophen sulfate*	2-methoxyacetaminophen glucuronide*	0.95343045839808	metabolite-metabolite	0.95343045839808
3-methyl catechol sulfate (2)	o-cresol sulfate	0.366912472312788	metabolite-metabolite	0.366912472312788
3-methyl catechol sulfate (1)	o-cresol sulfate	0.560555936316238	metabolite-metabolite	0.560555936316238
3-acetylphenol sulfate	o-cresol sulfate	0.491645922501808	metabolite-metabolite	0.491645922501808
3-hydroxypyridine sulfate	o-cresol sulfate	0.506309841100965	metabolite-metabolite	0.506309841100965
4-ethylcatechol sulfate	o-cresol sulfate	0.291526623775639	metabolite-metabolite	0.291526623775639
3-hydroxy-2-methylpyridine sulfate	o-cresol sulfate	0.502374688351784	metabolite-metabolite	0.502374688351784
pseudouridine	dimethylarginine (SDMA + ADMA)	0.777464342573081	metabolite-metabolite	0.777464342573081
N-acetylalanine	dimethylarginine (SDMA + ADMA)	0.793175004128996	metabolite-metabolite	0.793175004128996
N-acetylthreonine	dimethylarginine (SDMA + ADMA)	0.787675296984216	metabolite-metabolite	0.787675296984216
N,N-dimethyl-pro-pro	dimethylarginine (SDMA + ADMA)	0.763053955127231	metabolite-metabolite	0.763053955127231
N-formylmethionine	N-acetylserine	0.82654809336166	metabolite-metabolite	0.82654809336166
S-adenosylhomocysteine (SAH)	N-acetylserine	0.850262824346522	metabolite-metabolite	0.850262824346522
pseudouridine	N-acetylserine	0.894840506857622	metabolite-metabolite	0.894840506857622
dihydroorotate	N-acetylserine	0.839278279330533	metabolite-metabolite	0.839278279330533
N-acetylmethionine	N-acetylserine	0.724149956985181	metabolite-metabolite	0.724149956985181
N-acetylvaline	N-acetylserine	0.889851026910705	metabolite-metabolite	0.889851026910705
N-acetylalanine	N-acetylserine	0.941164404944113	metabolite-metabolite	0.941164404944113
ribonate	N-acetylserine	0.854980247887944	metabolite-metabolite	0.854980247887944
N-acetylthreonine	N-acetylserine	0.892270855249997	metabolite-metabolite	0.892270855249997
erythronate*	N-acetylserine	0.886064690410899	metabolite-metabolite	0.886064690410899
gulonate*	N-acetylserine	0.891703158393174	metabolite-metabolite	0.891703158393174
2-methylmalonylcarnitine (C4-DC)	N-acetylserine	0.855579755612066	metabolite-metabolite	0.855579755612066
C-glycosyltryptophan	N-acetylserine	0.816307165787662	metabolite-metabolite	0.816307165787662
hydroxyasparagine**	N-acetylserine	0.907593496682726	metabolite-metabolite	0.907593496682726
1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	1-stearoyl-2-oleoyl-GPE (18:0/18:1)	0.709594732587184	metabolite-metabolite	0.709594732587184
1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	1-stearoyl-2-oleoyl-GPE (18:0/18:1)	0.560850028786731	metabolite-metabolite	0.560850028786731
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	1-stearoyl-2-oleoyl-GPE (18:0/18:1)	0.774991518798405	metabolite-metabolite	0.774991518798405
phosphatidylcholine (14:0/14:0, 16:0/12:0)	4-allylphenol sulfate	0.245581086288887	metabolite-metabolite	0.245581086288887
1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	0.721207209485502	metabolite-metabolite	0.721207209485502
1-stearoyl-2-oleoyl-GPE (18:0/18:1)	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	0.560850028786731	metabolite-metabolite	0.560850028786731
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	0.754646070902332	metabolite-metabolite	0.754646070902332
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	0.653869550512368	metabolite-metabolite	0.653869550512368
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	0.676063868492941	metabolite-metabolite	0.676063868492941
3-phosphoglycerate	sphinganine-1-phosphate	0.731327199793621	metabolite-metabolite	0.731327199793621
sphinganine	sphinganine-1-phosphate	0.853901986760504	metabolite-metabolite	0.853901986760504
phosphoethanolamine	sphinganine-1-phosphate	0.812875968283101	metabolite-metabolite	0.812875968283101
sphingosine 1-phosphate	sphinganine-1-phosphate	0.727205669875226	metabolite-metabolite	0.727205669875226
glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	0.668112315515611	metabolite-metabolite	0.668112315515611
glycosyl ceramide (d18:2/24:1, d18:1/24:2)*	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	0.702817712190644	metabolite-metabolite	0.702817712190644
biliverdin	bilirubin (E,E)*	0.461895195439972	metabolite-metabolite	0.461895195439972
bilirubin (Z,Z)	bilirubin (E,Z or Z,E)*	0.684472694735883	metabolite-metabolite	0.684472694735883
stachydrine	N-methylproline	0.817300792606842	metabolite-metabolite	0.817300792606842
3-hydroxystachydrine*	N-methylproline	0.615136143602935	metabolite-metabolite	0.615136143602935
5alpha-pregnan-3beta,20beta-diol monosulfate (1)	5alpha-pregnan-3beta,20alpha-diol disulfate	0.716934838905673	metabolite-metabolite	0.716934838905673
5alpha-pregnan-diol disulfate	5alpha-pregnan-3beta,20alpha-diol disulfate	0.64362340430115	metabolite-metabolite	0.64362340430115
5alpha-pregnan-3beta-ol,20-one sulfate	5alpha-pregnan-3beta,20alpha-diol disulfate	0.680329371506643	metabolite-metabolite	0.680329371506643
pregnanediol-3-glucuronide	5alpha-pregnan-3beta,20alpha-diol disulfate	0.510380984926375	metabolite-metabolite	0.510380984926375
pregnanolone/allopregnanolone sulfate	5alpha-pregnan-3beta,20alpha-diol disulfate	0.684114656201821	metabolite-metabolite	0.684114656201821
pregnenetriol disulfate*	pregnenediol disulfate (C21H34O8S2)*	0.648890270080914	metabolite-metabolite	0.648890270080914
dehydroepiandrosterone sulfate (DHEA-S)	androstenediol (3beta,17beta) disulfate (2)	0.760247514507046	metabolite-metabolite	0.760247514507046
kynurenate	21-hydroxypregnenolone disulfate	0.374955368141534	metabolite-metabolite	0.374955368141534
vanillylmandelate (VMA)	21-hydroxypregnenolone disulfate	0.225995474359086	metabolite-metabolite	0.225995474359086
suberate (C8-DC)	21-hydroxypregnenolone disulfate	0.319770146510042	metabolite-metabolite	0.319770146510042
3-hydroxysebacate	21-hydroxypregnenolone disulfate	0.330559183706715	metabolite-metabolite	0.330559183706715
N-acetyltryptophan	21-hydroxypregnenolone disulfate	-0.128427763011787	metabolite-metabolite	0.128427763011787
tetradecanedioate (C14-DC)	21-hydroxypregnenolone disulfate	0.291037680404633	metabolite-metabolite	0.291037680404633
hexadecanedioate (C16-DC)	21-hydroxypregnenolone disulfate	0.331772843835776	metabolite-metabolite	0.331772843835776
3-methylglutaconate	21-hydroxypregnenolone disulfate	0.10592746765386	metabolite-metabolite	0.10592746765386
vanillactate	21-hydroxypregnenolone disulfate	0.177366827103128	metabolite-metabolite	0.177366827103128
cortolone glucuronide (1)	21-hydroxypregnenolone disulfate	0.222947759224255	metabolite-metabolite	0.222947759224255
hexadecenedioate (C16:1-DC)*	21-hydroxypregnenolone disulfate	0.323965617056804	metabolite-metabolite	0.323965617056804
octadecenedioate (C18:1-DC)	21-hydroxypregnenolone disulfate	0.221938639117699	metabolite-metabolite	0.221938639117699
glutamine conjugate of C7H12O2*	21-hydroxypregnenolone disulfate	0.25322610050229	metabolite-metabolite	0.25322610050229
glutamine conjugate of C6H10O2 (1)*	21-hydroxypregnenolone disulfate	0.127991461516583	metabolite-metabolite	0.127991461516583
2-hydroxysebacate	21-hydroxypregnenolone disulfate	0.169049766223612	metabolite-metabolite	0.169049766223612
11beta-hydroxyandrosterone glucuronide	21-hydroxypregnenolone disulfate	0.286677135558493	metabolite-metabolite	0.286677135558493
pregnenetriol disulfate*	21-hydroxypregnenolone disulfate	0.796539069996329	metabolite-metabolite	0.796539069996329
GlcNAc sulfate conjugate of C21H34O2 steroid**	21-hydroxypregnenolone disulfate	0.382610627311217	metabolite-metabolite	0.382610627311217
tetrahydrocortisol glucuronide	21-hydroxypregnenolone disulfate	0.333830893206069	metabolite-metabolite	0.333830893206069
pregnenediol sulfate (C21H34O5S)*	21-hydroxypregnenolone monosulfate (1)	0.78009531315264	metabolite-metabolite	0.78009531315264
pregnenolone sulfate	21-hydroxypregnenolone monosulfate (1)	0.937345941029597	metabolite-metabolite	0.937345941029597
epiandrosterone sulfate	5alpha-androstan-3alpha,17alpha-diol monosulfate	0.776809034778945	metabolite-metabolite	0.776809034778945
estrone 3-sulfate	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	0.48391059087057	metabolite-metabolite	0.48391059087057
5alpha-pregnan-3beta,20alpha-diol disulfate	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	0.716934838905673	metabolite-metabolite	0.716934838905673
5alpha-pregnan-diol disulfate	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	0.720199115149435	metabolite-metabolite	0.720199115149435
pregnanediol-3-glucuronide	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	0.78610055499008	metabolite-metabolite	0.78610055499008
pregnanolone/allopregnanolone sulfate	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	0.97972395391946	metabolite-metabolite	0.97972395391946
5alpha-pregnan-3beta-ol,20-one sulfate	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	0.86795074282592	metabolite-metabolite	0.86795074282592
pregnanediol-3-glucuronide	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	0.814703753400315	metabolite-metabolite	0.814703753400315
estrone 3-sulfate	5alpha-pregnan-diol disulfate	0.627958097716785	metabolite-metabolite	0.627958097716785
taurodeoxycholate	5alpha-pregnan-diol disulfate	0.465111202421265	metabolite-metabolite	0.465111202421265
5alpha-pregnan-3beta,20alpha-diol disulfate	5alpha-pregnan-diol disulfate	0.64362340430115	metabolite-metabolite	0.64362340430115
5alpha-pregnan-3beta,20beta-diol monosulfate (1)	5alpha-pregnan-diol disulfate	0.720199115149435	metabolite-metabolite	0.720199115149435
pregnanolone/allopregnanolone sulfate	5alpha-pregnan-diol disulfate	0.718056286518974	metabolite-metabolite	0.718056286518974
5alpha-androstan-3beta,17beta-diol monosulfate (2)	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	0.893022996207577	metabolite-metabolite	0.893022996207577
epiandrosterone sulfate	5alpha-androstan-3beta,17beta-diol monosulfate (2)	0.833306470325173	metabolite-metabolite	0.833306470325173
5alpha-androstan-3alpha,17beta-diol monosulfate (1)	5alpha-androstan-3beta,17beta-diol monosulfate (2)	0.893022996207577	metabolite-metabolite	0.893022996207577
androstenediol (3beta,17beta) monosulfate (1)	5alpha-androstan-3beta,17beta-diol monosulfate (2)	0.77505114443599	metabolite-metabolite	0.77505114443599
dehydroepiandrosterone sulfate (DHEA-S)	androstenediol (3alpha, 17alpha) monosulfate (2)	0.782192095662459	metabolite-metabolite	0.782192095662459
pregnenediol sulfate (C21H34O5S)*	androstenediol (3alpha, 17alpha) monosulfate (2)	0.721513712657586	metabolite-metabolite	0.721513712657586
dehydroepiandrosterone sulfate (DHEA-S)	androstenediol (3beta,17beta) monosulfate (1)	0.875375884732489	metabolite-metabolite	0.875375884732489
5alpha-androstan-3beta,17beta-diol monosulfate (2)	androstenediol (3beta,17beta) monosulfate (1)	0.77505114443599	metabolite-metabolite	0.77505114443599
5alpha-pregnan-3beta,20alpha-diol disulfate	5alpha-pregnan-3beta-ol,20-one sulfate	0.680329371506643	metabolite-metabolite	0.680329371506643
5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	5alpha-pregnan-3beta-ol,20-one sulfate	0.86795074282592	metabolite-metabolite	0.86795074282592
pregnanediol-3-glucuronide	5alpha-pregnan-3beta-ol,20-one sulfate	0.73054762030225	metabolite-metabolite	0.73054762030225
pregnanolone/allopregnanolone sulfate	5alpha-pregnan-3beta-ol,20-one sulfate	0.839434171174348	metabolite-metabolite	0.839434171174348
dehydroepiandrosterone sulfate (DHEA-S)	pregnenediol sulfate (C21H34O5S)*	0.608920685066815	metabolite-metabolite	0.608920685066815
21-hydroxypregnenolone monosulfate (1)	pregnenediol sulfate (C21H34O5S)*	0.78009531315264	metabolite-metabolite	0.78009531315264
androstenediol (3alpha, 17alpha) monosulfate (2)	pregnenediol sulfate (C21H34O5S)*	0.721513712657586	metabolite-metabolite	0.721513712657586
pregnenolone sulfate	pregnenediol sulfate (C21H34O5S)*	0.833939548001492	metabolite-metabolite	0.833939548001492
3-(3-hydroxyphenyl)propionate	3-hydroxyhippurate	0.821800076613123	metabolite-metabolite	0.821800076613123
3-(3-hydroxyphenyl)propionate sulfate	3-hydroxyhippurate	0.811574189057006	metabolite-metabolite	0.811574189057006
andro steroid monosulfate C19H28O6S (1)*	16a-hydroxy DHEA 3-sulfate	0.90558182785964	metabolite-metabolite	0.90558182785964
21-hydroxypregnenolone monosulfate (1)	pregnenolone sulfate	0.937345941029597	metabolite-metabolite	0.937345941029597
pregnenediol sulfate (C21H34O5S)*	pregnenolone sulfate	0.833939548001492	metabolite-metabolite	0.833939548001492
16a-hydroxy DHEA 3-sulfate	andro steroid monosulfate C19H28O6S (1)*	0.90558182785964	metabolite-metabolite	0.90558182785964
2-palmitoyl-GPE (16:0)*	1-margaroyl-GPE (17:0)*	0.726149098520319	metabolite-metabolite	0.726149098520319
1-palmityl-GPC (O-16:0)	1-pentadecanoyl-GPC (15:0)*	0.682607452697885	metabolite-metabolite	0.682607452697885
1-palmitoyl-GPC (16:0)	1-pentadecanoyl-GPC (15:0)*	0.760272224674632	metabolite-metabolite	0.760272224674632
1-margaroyl-GPC (17:0)	1-pentadecanoyl-GPC (15:0)*	0.829210933037877	metabolite-metabolite	0.829210933037877
1-stearoyl-GPC (18:0)	1-pentadecanoyl-GPC (15:0)*	0.756567640213154	metabolite-metabolite	0.756567640213154
1-palmitoleoyl-GPC (16:1)*	1-pentadecanoyl-GPC (15:0)*	0.768286096996472	metabolite-metabolite	0.768286096996472
1-dihomo-linoleoyl-GPC (20:2)*	1-pentadecanoyl-GPC (15:0)*	0.687021717461716	metabolite-metabolite	0.687021717461716
1-(1-enyl-palmitoyl)-GPC (P-16:0)*	1-pentadecanoyl-GPC (15:0)*	0.749031735250963	metabolite-metabolite	0.749031735250963
tetradecanedioate (C14-DC)	tridecenedioate (C13:1-DC)*	0.568149525853333	metabolite-metabolite	0.568149525853333
dodecenedioate (C12:1-DC)*	tridecenedioate (C13:1-DC)*	0.550649375998923	metabolite-metabolite	0.550649375998923
4-methylhexanoylglutamine	tridecenedioate (C13:1-DC)*	0.399569748913981	metabolite-metabolite	0.399569748913981
tetradecadienedioate (C14:2-DC)*	tridecenedioate (C13:1-DC)*	0.773664709595551	metabolite-metabolite	0.773664709595551
1-methyl-5-imidazoleacetate	N-acetyl-3-methylhistidine*	0.670851979318485	metabolite-metabolite	0.670851979318485
1-methyl-5-imidazolelactate	N-acetyl-3-methylhistidine*	0.629486786608178	metabolite-metabolite	0.629486786608178
hexanoylcarnitine (C6)	cis-4-decenoylcarnitine (C10:1)	0.711888747226982	metabolite-metabolite	0.711888747226982
octanoylcarnitine (C8)	cis-4-decenoylcarnitine (C10:1)	0.860115365776481	metabolite-metabolite	0.860115365776481
decanoylcarnitine (C10)	cis-4-decenoylcarnitine (C10:1)	0.885883373078953	metabolite-metabolite	0.885883373078953
nonanoylcarnitine (C9)	cis-4-decenoylcarnitine (C10:1)	0.675912762206546	metabolite-metabolite	0.675912762206546
5-dodecenoylcarnitine (C12:1)	cis-4-decenoylcarnitine (C10:1)	0.783559484731404	metabolite-metabolite	0.783559484731404
margarate (17:0)	(16 or 17)-methylstearate (a19:0 or i19:0)	0.592607266383806	metabolite-metabolite	0.592607266383806
nonadecanoate (19:0)	(16 or 17)-methylstearate (a19:0 or i19:0)	0.788255436526828	metabolite-metabolite	0.788255436526828
pentadecanoate (15:0)	(16 or 17)-methylstearate (a19:0 or i19:0)	0.718217004278557	metabolite-metabolite	0.718217004278557
10-heptadecenoate (17:1n7)	(16 or 17)-methylstearate (a19:0 or i19:0)	0.672809836377484	metabolite-metabolite	0.672809836377484
eicosenoate (20:1)	(16 or 17)-methylstearate (a19:0 or i19:0)	0.57689113674722	metabolite-metabolite	0.57689113674722
pseudouridine	alpha-ketoglutaramate*	0.888514953862811	metabolite-metabolite	0.888514953862811
4-acetamidobutanoate	alpha-ketoglutaramate*	0.903201170897484	metabolite-metabolite	0.903201170897484
